Time	root mean square voltage																			
	0.50V (±0.005)		1.00V (±0.005 V)		1.50 V (±0.005 V)		2.00 V (±0.005 V)		2.50V (±0.005 V)		3.00V  (±0.005 V)		3.50V  (±0.005 V)		4.00V  (±0.005 V)		4.50V  (±0.005 V)		5.00V  (±0.005 V)	
	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)
17.193	0.44	0.01	0.92	-0.0093	1.178	0.0085	1.73	0.0266	2.512	-0.0244	3.119	-0.0302	4.295	-0.0241	3.898	0.0623	3.5	-0.0323	4.069	-0.0465
17.194	0.55	0.0112	0.821	-0.009	1.371	0.023	2.079	0.0354	2.246	-0.0247	2.789	-0.0302	3.898	-0.0353	4.574	0.0626	3.431	0.0052	3.78	-0.0163
17.195	0.616	0.004	0.727	-0.0081	1.659	0.0284	2.402	0.0263	1.991	-0.0232	2.477	-0.029	3.513	-0.0365	4.944	0.0218	3.796	0.0466	3.949	0.0293
17.196	0.576	-0.0039	0.678	-0.0018	1.909	0.0197	2.465	-0.0024	1.832	-0.0093	2.252	-0.0157	3.132	-0.0356	4.746	-0.0335	4.481	0.0707	4.552	0.0665
17.197	0.525	-0.0042	0.73	0.0085	1.922	-0.006	2.261	-0.019	1.908	0.0145	2.286	0.0121	2.786	-0.0296	4.306	-0.0404	4.963	0.0689	4.963	0.0819
17.198	0.471	-0.0045	0.882	0.0167	1.752	-0.0148	2.043	-0.0196	2.215	0.0342	2.611	0.0378	2.655	-0.0033	3.869	-0.0407	4.963	0.0224	4.963	0.0541
17.199	0.421	-0.0045	1.069	0.0182	1.58	-0.0157	1.827	-0.0196	2.646	0.0432	3.118	0.0511	2.875	0.0303	3.452	-0.0404	4.963	-0.0395	4.963	-0.0093
17.2	0.371	-0.0039	1.182	0.007	1.411	-0.0151	1.62	-0.019	3.011	0.0281	3.597	0.0396	3.375	0.0538	3.086	-0.0299	4.885	-0.0459	4.963	-0.0489
17.201	0.341	-0.0015	1.12	-0.0081	1.25	-0.0148	1.469	-0.0102	3.04	-0.0072	3.726	0.0006	3.986	0.0583	3	0.0022	4.393	-0.0465	4.963	-0.051
17.202	0.359	0.0046	1.016	-0.009	1.143	-0.0066	1.496	0.0088	2.774	-0.0241	3.446	-0.0287	4.386	0.0266	3.3	0.0387	3.914	-0.0456	4.568	-0.0507
17.203	0.437	0.0088	0.912	-0.0093	1.18	0.0085	1.725	0.0263	2.506	-0.0247	3.115	-0.0302	4.282	-0.0238	3.891	0.0617	3.512	-0.0326	4.063	-0.0468
17.204	0.541	0.0109	0.814	-0.009	1.376	0.0227	2.072	0.0351	2.239	-0.0244	2.788	-0.0302	3.885	-0.0356	4.56	0.062	3.44	0.0049	3.775	-0.0163
17.205	0.604	0.0037	0.72	-0.0081	1.662	0.0284	2.396	0.0266	1.986	-0.0232	2.475	-0.0293	3.5	-0.0362	4.931	0.0218	3.797	0.0456	3.944	0.0293
17.206	0.565	-0.0036	0.674	-0.0018	1.909	0.0194	2.46	-0.0024	1.822	-0.0099	2.25	-0.0157	3.12	-0.0356	4.734	-0.0338	4.473	0.0701	4.55	0.0668
17.207	0.513	-0.0045	0.728	0.0085	1.92	-0.006	2.258	-0.019	1.892	0.0142	2.284	0.0118	2.773	-0.0299	4.296	-0.0401	4.963	0.068	4.963	0.0819
17.208	0.46	-0.0042	0.882	0.017	1.751	-0.0148	2.041	-0.0196	2.199	0.0345	2.609	0.0378	2.638	-0.0036	3.861	-0.041	4.963	0.0224	4.963	0.0544
17.209	0.41	-0.0045	1.073	0.0185	1.579	-0.0157	1.824	-0.0196	2.632	0.0435	3.115	0.0508	2.857	0.0305	3.444	-0.0398	4.963	-0.0395	4.963	-0.0093
17.21	0.363	-0.0036	1.192	0.0073	1.41	-0.0151	1.619	-0.0187	3.009	0.0293	3.596	0.0402	3.361	0.0541	3.074	-0.0302	4.868	-0.0459	4.963	-0.0489
17.211	0.334	-0.0012	1.132	-0.0081	1.249	-0.0145	1.468	-0.0102	3.05	-0.006	3.732	0.0012	3.977	0.0592	2.982	0.0015	4.378	-0.0465	4.963	-0.051
17.212	0.358	0.0049	1.028	-0.009	1.139	-0.0069	1.492	0.0088	2.789	-0.0241	3.456	-0.0287	4.393	0.0278	3.278	0.0384	3.9	-0.0453	4.572	-0.0507
17.213	0.438	0.0094	0.923	-0.0093	1.173	0.0085	1.723	0.0263	2.518	-0.025	3.122	-0.0302	4.3	-0.0229	3.867	0.0623	3.497	-0.0329	4.069	-0.0468
17.214	0.547	0.0112	0.825	-0.009	1.367	0.0227	2.07	0.0351	2.251	-0.0244	2.799	-0.0302	3.907	-0.0353	4.55	0.0629	3.417	0.0046	3.778	-0.0163
17.215	0.613	0.0037	0.728	-0.0081	1.655	0.0287	2.395	0.0266	1.996	-0.0235	2.483	-0.0293	3.518	-0.0359	4.937	0.0239	3.775	0.0456	3.95	0.0296
17.216	0.577	-0.0036	0.678	-0.0021	1.907	0.0197	2.464	-0.0021	1.832	-0.0096	2.253	-0.0163	3.139	-0.0356	4.758	-0.0329	4.452	0.0704	4.554	0.0671
17.217	0.525	-0.0045	0.727	0.0085	1.921	-0.0057	2.263	-0.019	1.899	0.0136	2.284	0.0115	2.79	-0.0302	4.318	-0.0401	4.963	0.0698	4.963	0.0822
17.218	0.472	-0.0042	0.875	0.0163	1.752	-0.0148	2.044	-0.0196	2.205	0.0342	2.604	0.0378	2.654	-0.0036	3.886	-0.041	4.963	0.0242	4.963	0.0544
17.219	0.42	-0.0042	1.063	0.0185	1.58	-0.0154	1.829	-0.0196	2.632	0.0435	3.11	0.0511	2.865	0.0296	3.465	-0.0404	4.963	-0.0383	4.963	-0.0093
17.22	0.373	-0.0039	1.185	0.0073	1.412	-0.0151	1.622	-0.019	3.008	0.0296	3.593	0.0408	3.367	0.0538	3.095	-0.0308	4.896	-0.0459	4.963	-0.0492
17.221	0.34	-0.0018	1.127	-0.0078	1.25	-0.0145	1.469	-0.0108	3.052	-0.006	3.736	0.0015	3.977	0.0586	2.994	0.0009	4.405	-0.0462	4.963	-0.051
17.222	0.359	0.0043	1.023	-0.009	1.143	-0.0066	1.488	0.0085	2.789	-0.0238	3.46	-0.0287	4.393	0.0278	3.287	0.0378	3.924	-0.0459	4.578	-0.0507
17.223	0.433	0.0091	0.918	-0.009	1.178	0.0085	1.717	0.026	2.521	-0.025	3.13	-0.0302	4.301	-0.0229	3.868	0.0614	3.519	-0.0332	4.074	-0.0465
17.224	0.541	0.0109	0.82	-0.009	1.374	0.0227	2.062	0.0351	2.255	-0.0244	2.802	-0.0302	3.908	-0.0353	4.546	0.0629	3.432	0.0037	3.785	-0.0163
17.225	0.605	0.0043	0.726	-0.0081	1.661	0.029	2.392	0.0272	1.998	-0.0235	2.488	-0.029	3.517	-0.0365	4.934	0.0239	3.782	0.0451	3.958	0.0293
17.226	0.568	-0.0039	0.676	-0.0021	1.911	0.0197	2.466	-0.0012	1.832	-0.0099	2.258	-0.0163	3.139	-0.0353	4.76	-0.0323	4.453	0.0695	4.558	0.0665
17.227	0.515	-0.0042	0.728	0.0085	1.926	-0.0057	2.268	-0.019	1.894	0.0133	2.286	0.0115	2.789	-0.0302	4.319	-0.0404	4.963	0.0692	4.963	0.0816
17.228	0.463	-0.0045	0.878	0.0167	1.757	-0.0148	2.048	-0.0196	2.197	0.0339	2.605	0.0369	2.65	-0.0042	3.886	-0.0407	4.963	0.0242	4.963	0.0532
17.229	0.413	-0.0042	1.068	0.0185	1.584	-0.0154	1.833	-0.0196	2.625	0.0432	3.109	0.0508	2.858	0.0293	3.465	-0.0404	4.963	-0.0383	4.963	-0.0099
17.23	0.365	-0.0039	1.189	0.0073	1.416	-0.0151	1.626	-0.019	3.002	0.0296	3.588	0.0402	3.357	0.0535	3.092	-0.0308	4.896	-0.0459	4.963	-0.0492
17.231	0.336	-0.0012	1.132	-0.0078	1.255	-0.0145	1.473	-0.0105	3.049	-0.006	3.727	0.0015	3.97	0.0586	2.988	0.0003	4.404	-0.0465	4.963	-0.0507
17.232	0.357	0.0046	1.028	-0.009	1.144	-0.0069	1.493	0.0085	2.788	-0.0238	3.451	-0.0287	4.384	0.0281	3.274	0.0375	3.924	-0.0456	4.558	-0.0507
17.233	0.438	0.0097	0.924	-0.009	1.178	0.0085	1.719	0.0263	2.517	-0.0247	3.121	-0.0302	4.299	-0.0223	3.856	0.0611	3.515	-0.0338	4.054	-0.0468
17.234	0.546	0.0109	0.824	-0.0093	1.369	0.0224	2.064	0.0348	2.252	-0.0244	2.791	-0.0302	3.904	-0.035	4.532	0.0629	3.426	0.0037	3.769	-0.0163
17.235	0.613	0.004	0.728	-0.0081	1.656	0.0287	2.391	0.0272	1.996	-0.0235	2.479	-0.029	3.517	-0.0365	4.93	0.0248	3.77	0.0444	3.942	0.0303
17.236	0.576	-0.0039	0.676	-0.0024	1.904	0.0194	2.465	-0.0012	1.828	-0.0105	2.247	-0.0166	3.137	-0.0353	4.762	-0.0317	4.441	0.0698	4.551	0.0671
17.237	0.524	-0.0042	0.723	0.0085	1.919	-0.006	2.267	-0.0187	1.89	0.0127	2.274	0.0112	2.788	-0.0302	4.322	-0.0401	4.963	0.0692	4.963	0.0822
17.238	0.469	-0.0045	0.868	0.016	1.749	-0.0148	2.048	-0.0196	2.188	0.0339	2.593	0.0372	2.645	-0.0045	3.889	-0.041	4.963	0.0248	4.963	0.0544
17.239	0.42	-0.0042	1.058	0.0188	1.578	-0.0154	1.832	-0.0193	2.617	0.0432	3.096	0.0511	2.852	0.0293	3.468	-0.0401	4.963	-0.0386	4.963	-0.0093
17.24	0.371	-0.0042	1.182	0.0079	1.41	-0.0151	1.626	-0.0193	2.997	0.0303	3.585	0.0417	3.35	0.0532	3.093	-0.0314	4.896	-0.0456	4.963	-0.0489
17.241	0.339	-0.0015	1.129	-0.0075	1.248	-0.0145	1.468	-0.0108	3.054	-0.0051	3.734	0.0027	3.965	0.0589	2.986	0	4.403	-0.0465	4.963	-0.051
17.242	0.356	0.004	1.024	-0.009	1.14	-0.0069	1.485	0.0076	2.793	-0.0241	3.466	-0.0287	4.384	0.0287	3.266	0.0366	3.923	-0.0456	4.577	-0.0507
17.243	0.432	0.0091	0.921	-0.009	1.175	0.0088	1.706	0.0257	2.527	-0.0247	3.132	-0.0302	4.305	-0.0217	3.843	0.0611	3.513	-0.0338	4.073	-0.0468
17.244	0.537	0.0109	0.821	-0.009	1.371	0.0224	2.053	0.0345	2.258	-0.0244	2.807	-0.0302	3.911	-0.035	4.523	0.0635	3.419	0.0027	3.786	-0.0163
17.245	0.605	0.0043	0.728	-0.0084	1.66	0.0287	2.385	0.0278	2.003	-0.0235	2.49	-0.0293	3.523	-0.0362	4.928	0.0257	3.758	0.0438	3.959	0.0293
17.246	0.567	-0.0036	0.675	-0.0021	1.91	0.0194	2.467	-0.0009	1.829	-0.0108	2.259	-0.0166	3.143	-0.0353	4.775	-0.0308	4.424	0.0698	4.563	0.0668
17.247	0.517	-0.0042	0.724	0.0082	1.925	-0.0057	2.272	-0.0187	1.888	0.0127	2.281	0.0109	2.791	-0.0302	4.332	-0.0401	4.963	0.0701	4.963	0.0816
17.248	0.462	-0.0042	0.872	0.017	1.755	-0.0148	2.054	-0.0199	2.185	0.0336	2.598	0.0369	2.646	-0.0051	3.9	-0.0407	4.963	0.026	4.963	0.0535
17.249	0.415	-0.0042	1.063	0.0188	1.584	-0.0154	1.836	-0.0196	2.614	0.0435	3.097	0.0508	2.848	0.0293	3.478	-0.0401	4.963	-0.0374	4.963	-0.0102
17.25	0.365	-0.0036	1.19	0.0085	1.416	-0.0154	1.63	-0.0193	2.999	0.0305	3.587	0.0417	3.345	0.0532	3.102	-0.0317	4.905	-0.0459	4.963	-0.0489
17.251	0.335	-0.0015	1.139	-0.0078	1.254	-0.0145	1.474	-0.0108	3.062	-0.0045	3.735	0.0024	3.96	0.0595	2.985	-0.0009	4.416	-0.0462	4.963	-0.051
17.252	0.356	0.0046	1.034	-0.0087	1.144	-0.0072	1.49	0.0076	2.807	-0.0241	3.467	-0.0287	4.39	0.0293	3.258	0.0363	3.935	-0.0459	4.567	-0.0507
17.253	0.434	0.0094	0.93	-0.0093	1.175	0.0085	1.71	0.0257	2.533	-0.0244	3.136	-0.0302	4.315	-0.0211	3.833	0.0611	3.521	-0.0341	4.065	-0.0468
17.254	0.544	0.0112	0.83	-0.0087	1.367	0.0221	2.055	0.0348	2.266	-0.0247	2.808	-0.0302	3.924	-0.0353	4.516	0.0641	3.421	0.0019	3.776	-0.0157
17.255	0.614	0.0046	0.733	-0.0084	1.655	0.0287	2.388	0.0278	2.01	-0.0235	2.493	-0.0293	3.533	-0.0359	4.933	0.0266	3.756	0.0435	3.954	0.0299
17.256	0.579	-0.0036	0.68	-0.0024	1.907	0.0197	2.47	-0.0009	1.838	-0.0111	2.258	-0.0169	3.154	-0.0356	4.789	-0.0296	4.421	0.0695	4.561	0.0671
17.257	0.526	-0.0045	0.721	0.0076	1.923	-0.0057	2.276	-0.019	1.893	0.0124	2.278	0.0106	2.805	-0.0305	4.349	-0.0404	4.963	0.0707	4.963	0.0819
17.258	0.473	-0.0042	0.865	0.016	1.754	-0.0148	2.056	-0.0199	2.187	0.0333	2.591	0.0369	2.655	-0.0048	3.913	-0.0407	4.963	0.0269	4.963	0.0535
17.259	0.423	-0.0045	1.053	0.0185	1.581	-0.0154	1.84	-0.0193	2.61	0.0432	3.09	0.0508	2.854	0.0284	3.49	-0.0404	4.963	-0.0368	4.963	-0.0105
17.26	0.375	-0.0039	1.18	0.0085	1.413	-0.0154	1.633	-0.019	2.996	0.0303	3.577	0.0417	3.345	0.0529	3.115	-0.0317	4.922	-0.0459	4.963	-0.0492
17.261	0.341	-0.0018	1.129	-0.0078	1.251	-0.0148	1.475	-0.0111	3.051	-0.0045	3.73	0.0027	3.954	0.0586	2.993	-0.0012	4.428	-0.0462	4.963	-0.0507
17.262	0.357	0.004	1.025	-0.0087	1.144	-0.0072	1.486	0.0073	2.795	-0.0241	3.463	-0.0284	4.376	0.029	3.258	0.0357	3.949	-0.0459	4.562	-0.051
17.263	0.429	0.0088	0.921	-0.009	1.178	0.0088	1.703	0.0257	2.523	-0.0244	3.132	-0.0302	4.302	-0.0211	3.83	0.0604	3.533	-0.0344	4.059	-0.0465
17.264	0.536	0.0109	0.822	-0.009	1.372	0.0224	2.047	0.0345	2.258	-0.0247	2.806	-0.0299	3.911	-0.035	4.505	0.0635	3.429	0.0015	3.776	-0.016
17.265	0.604	0.0043	0.727	-0.0084	1.659	0.0287	2.379	0.0281	2.002	-0.0235	2.492	-0.0293	3.521	-0.0365	4.921	0.0266	3.756	0.0429	3.953	0.0303
17.266	0.568	-0.0036	0.674	-0.0024	1.908	0.0194	2.465	-0.0003	1.827	-0.0114	2.256	-0.0166	3.142	-0.0353	4.776	-0.0293	4.416	0.0689	4.561	0.0671
17.267	0.515	-0.0042	0.718	0.0076	1.923	-0.0057	2.272	-0.0187	1.876	0.0124	2.275	0.0103	2.789	-0.0308	4.336	-0.0401	4.963	0.0698	4.963	0.0822
17.268	0.463	-0.0042	0.865	0.0167	1.753	-0.0148	2.054	-0.0196	2.166	0.0333	2.586	0.0369	2.635	-0.0054	3.902	-0.0407	4.963	0.0266	4.963	0.0535
17.269	0.414	-0.0042	1.056	0.0185	1.58	-0.0154	1.838	-0.0193	2.596	0.0435	3.086	0.0508	2.837	0.0281	3.483	-0.0401	4.963	-0.0368	4.963	-0.0102
17.27	0.365	-0.0039	1.189	0.0088	1.413	-0.0154	1.631	-0.0193	2.991	0.0315	3.577	0.0417	3.329	0.0532	3.101	-0.0323	4.904	-0.0456	4.963	-0.0492
17.271	0.334	-0.0012	1.14	-0.0075	1.25	-0.0145	1.471	-0.0108	3.06	-0.0033	3.735	0.0037	3.946	0.0595	2.976	-0.0018	4.413	-0.0465	4.963	-0.0507
17.272	0.355	0.0043	1.036	-0.0087	1.14	-0.0072	1.485	0.0073	2.813	-0.0238	3.471	-0.0287	4.381	0.0305	3.237	0.0351	3.934	-0.0456	4.567	-0.0507
17.273	0.432	0.0094	0.932	-0.009	1.173	0.0085	1.701	0.0257	2.537	-0.0244	3.141	-0.0302	4.322	-0.0199	3.809	0.0607	3.518	-0.035	4.063	-0.0465
17.274	0.542	0.0112	0.833	-0.009	1.365	0.0224	2.046	0.0345	2.273	-0.0244	2.813	-0.0305	3.925	-0.0353	4.491	0.0644	3.405	0.0012	3.779	-0.016
17.275	0.612	0.0049	0.736	-0.0081	1.651	0.029	2.38	0.0284	2.014	-0.0235	2.498	-0.0293	3.541	-0.0359	4.926	0.0287	3.732	0.0426	3.954	0.0303
17.276	0.578	-0.0036	0.68	-0.003	1.904	0.02	2.47	0	1.838	-0.0117	2.259	-0.0172	3.16	-0.0359	4.801	-0.0274	4.394	0.0695	4.568	0.0674
17.277	0.526	-0.0042	0.717	0.0076	1.923	-0.0051	2.278	-0.0187	1.885	0.0118	2.274	0.0103	2.809	-0.0308	4.361	-0.0398	4.963	0.0713	4.963	0.0822
17.278	0.473	-0.0045	0.86	0.016	1.754	-0.0148	2.059	-0.0199	2.174	0.033	2.582	0.0363	2.652	-0.006	3.925	-0.041	4.963	0.0287	4.963	0.0535
17.279	0.422	-0.0042	1.047	0.0191	1.583	-0.0154	1.841	-0.0196	2.598	0.0429	3.08	0.0508	2.847	0.0281	3.503	-0.0401	4.963	-0.0347	4.963	-0.0102
17.28	0.375	-0.0042	1.181	0.0091	1.415	-0.0151	1.636	-0.0193	2.99	0.0318	3.576	0.0423	3.335	0.0529	3.124	-0.0326	4.931	-0.0456	4.963	-0.0489
17.281	0.341	-0.0018	1.135	-0.0075	1.253	-0.0145	1.474	-0.0114	3.063	-0.003	3.738	0.0043	3.947	0.0592	2.99	-0.0021	4.441	-0.0465	4.963	-0.051
17.282	0.355	0.0037	1.031	-0.009	1.144	-0.0072	1.482	0.007	2.814	-0.0238	3.478	-0.0287	4.381	0.0303	3.245	0.0345	3.958	-0.0456	4.572	-0.0507
17.283	0.428	0.0094	0.928	-0.009	1.178	0.0088	1.694	0.0254	2.539	-0.025	3.145	-0.0302	4.32	-0.0196	3.808	0.0602	3.541	-0.035	4.066	-0.0468
17.284	0.533	0.0109	0.83	-0.009	1.371	0.0224	2.039	0.0345	2.274	-0.0244	2.819	-0.0302	3.926	-0.0353	4.487	0.0644	3.422	0.0006	3.785	-0.0154
17.285	0.605	0.0049	0.733	-0.0081	1.658	0.0287	2.374	0.0287	2.015	-0.0238	2.502	-0.0293	3.537	-0.0362	4.922	0.0287	3.741	0.0423	3.963	0.0299
17.286	0.571	-0.0039	0.676	-0.0027	1.91	0.0197	2.472	0.0006	1.835	-0.0121	2.266	-0.0175	3.159	-0.0359	4.801	-0.0272	4.395	0.0686	4.572	0.0668
17.287	0.519	-0.0042	0.718	0.0079	1.927	-0.0051	2.28	-0.0187	1.88	0.0112	2.278	0.01	2.807	-0.0308	4.363	-0.0404	4.963	0.0713	4.963	0.0816
17.288	0.466	-0.0045	0.861	0.0157	1.759	-0.0148	2.064	-0.0196	2.164	0.0327	2.585	0.0363	2.649	-0.006	3.926	-0.0407	4.963	0.0287	4.963	0.0529
17.289	0.416	-0.0042	1.052	0.0188	1.586	-0.0154	1.846	-0.0196	2.588	0.0429	3.08	0.0505	2.836	0.0278	3.503	-0.0404	4.963	-0.0341	4.963	-0.0111
17.29	0.369	-0.0042	1.184	0.0091	1.418	-0.0157	1.639	-0.0193	2.982	0.0318	3.57	0.0423	3.326	0.0526	3.122	-0.0326	4.933	-0.0459	4.963	-0.0489
17.291	0.336	-0.0012	1.14	-0.0072	1.255	-0.0142	1.479	-0.0117	3.061	-0.0027	3.73	0.0037	3.935	0.0592	2.982	-0.003	4.441	-0.0465	4.963	-0.051
17.292	0.355	0.004	1.036	-0.009	1.145	-0.0072	1.487	0.007	2.813	-0.0238	3.469	-0.0284	4.373	0.0305	3.232	0.0342	3.959	-0.0459	4.554	-0.0504
17.293	0.432	0.0094	0.932	-0.0093	1.174	0.0082	1.697	0.0251	2.539	-0.025	3.137	-0.0302	4.315	-0.0193	3.795	0.0599	3.538	-0.0353	4.051	-0.0465
17.294	0.539	0.0112	0.832	-0.009	1.366	0.0221	2.039	0.0345	2.273	-0.0244	2.812	-0.0302	3.925	-0.035	4.474	0.0647	3.419	0	3.768	-0.0154
17.295	0.613	0.0049	0.736	-0.0081	1.65	0.0287	2.373	0.0284	2.015	-0.0238	2.495	-0.0296	3.535	-0.0365	4.915	0.0293	3.732	0.0417	3.949	0.0305
17.296	0.578	-0.0036	0.676	-0.0033	1.902	0.0197	2.47	0.0006	1.833	-0.0121	2.256	-0.0175	3.156	-0.0353	4.803	-0.0262	4.384	0.0683	4.561	0.0674
17.297	0.527	-0.0042	0.712	0.0073	1.919	-0.0051	2.279	-0.0187	1.876	0.0112	2.266	0.0097	2.806	-0.0311	4.365	-0.0401	4.963	0.071	4.963	0.0822
17.298	0.473	-0.0042	0.851	0.0154	1.751	-0.0148	2.061	-0.0196	2.157	0.033	2.571	0.0366	2.645	-0.0063	3.927	-0.0407	4.963	0.0293	4.963	0.0535
17.299	0.423	-0.0042	1.04	0.0188	1.579	-0.0154	1.844	-0.0199	2.583	0.0432	3.069	0.0508	2.832	0.0272	3.506	-0.0401	4.963	-0.0332	4.963	-0.0105
17.3	0.374	-0.0036	1.178	0.0097	1.411	-0.0157	1.637	-0.019	2.977	0.0323	3.566	0.0432	3.321	0.0526	3.122	-0.0332	4.933	-0.0456	4.963	-0.0492
17.301	0.34	-0.0021	1.139	-0.0072	1.249	-0.0145	1.473	-0.0121	3.064	-0.0021	3.738	0.0049	3.931	0.0595	2.98	-0.0033	4.439	-0.0462	4.963	-0.0507
17.302	0.353	0.0037	1.034	-0.0087	1.14	-0.0072	1.477	0.0067	2.817	-0.0238	3.48	-0.0284	4.373	0.0315	3.223	0.0336	3.96	-0.0456	4.568	-0.0507
17.303	0.426	0.0085	0.931	-0.009	1.173	0.0088	1.685	0.0245	2.546	-0.0244	3.15	-0.0302	4.324	-0.019	3.785	0.0599	3.537	-0.0362	4.066	-0.0465
17.304	0.531	0.0112	0.831	-0.009	1.367	0.0224	2.029	0.0348	2.278	-0.0244	2.823	-0.0302	3.934	-0.035	4.463	0.065	3.409	-0.0003	3.784	-0.0157
17.305	0.604	0.0049	0.736	-0.0081	1.654	0.0287	2.367	0.029	2.021	-0.0235	2.507	-0.0293	3.544	-0.0365	4.915	0.0305	3.72	0.0408	3.965	0.0305
17.306	0.57	-0.0033	0.676	-0.003	1.907	0.0197	2.471	0.0019	1.835	-0.0124	2.266	-0.0175	3.164	-0.0353	4.815	-0.0253	4.37	0.0683	4.574	0.0668
17.307	0.519	-0.0045	0.716	0.0073	1.926	-0.0048	2.285	-0.019	1.874	0.0112	2.274	0.0097	2.813	-0.0314	4.376	-0.0398	4.963	0.0713	4.963	0.0819
17.308	0.467	-0.0042	0.855	0.016	1.758	-0.0151	2.066	-0.0196	2.152	0.0321	2.576	0.036	2.646	-0.0069	3.94	-0.041	4.963	0.0305	4.963	0.0526
17.309	0.415	-0.0042	1.046	0.0191	1.585	-0.0154	1.849	-0.0199	2.579	0.0432	3.073	0.0505	2.83	0.0269	3.518	-0.0401	4.963	-0.0323	4.963	-0.0111
17.31	0.369	-0.0036	1.184	0.01	1.417	-0.0154	1.642	-0.019	2.977	0.0327	3.565	0.0429	3.313	0.0526	3.132	-0.0335	4.945	-0.0456	4.963	-0.0492
17.311	0.335	-0.0018	1.147	-0.0072	1.255	-0.0145	1.479	-0.0121	3.071	-0.0015	3.739	0.0049	3.93	0.0595	2.98	-0.0042	4.453	-0.0468	4.963	-0.0507
17.312	0.353	0.0043	1.042	-0.0087	1.144	-0.0075	1.482	0.0064	2.828	-0.0238	3.484	-0.0284	4.376	0.0318	3.218	0.033	3.97	-0.0456	4.56	-0.051
17.313	0.429	0.0088	0.942	-0.0093	1.173	0.0082	1.69	0.0245	2.554	-0.0247	3.151	-0.0302	4.334	-0.0181	3.773	0.0595	3.546	-0.0368	4.054	-0.0462
17.314	0.538	0.0112	0.839	-0.009	1.363	0.0221	2.032	0.0345	2.287	-0.0247	2.825	-0.0305	3.943	-0.0353	4.456	0.0653	3.41	-0.0012	3.779	-0.0154
17.315	0.613	0.0049	0.743	-0.0084	1.649	0.0287	2.372	0.029	2.03	-0.0238	2.507	-0.0293	3.554	-0.0365	4.915	0.0315	3.718	0.0405	3.959	0.0305
17.316	0.583	-0.0036	0.68	-0.0033	1.904	0.0197	2.476	0.0015	1.844	-0.0126	2.266	-0.0181	3.173	-0.0356	4.829	-0.0238	4.365	0.0683	4.573	0.0674
17.317	0.53	-0.0045	0.714	0.0067	1.925	-0.0051	2.29	-0.0187	1.88	0.0109	2.269	0.0094	2.822	-0.0311	4.389	-0.0404	4.963	0.0722	4.963	0.0816
17.318	0.478	-0.0042	0.849	0.0157	1.755	-0.0151	2.072	-0.0196	2.156	0.0318	2.568	0.0357	2.652	-0.0069	3.953	-0.0407	4.963	0.0315	4.963	0.0526
17.319	0.425	-0.0042	1.035	0.0185	1.584	-0.0151	1.853	-0.0196	2.577	0.0429	3.062	0.0505	2.832	0.0266	3.529	-0.0404	4.963	-0.0314	4.963	-0.0111
17.32	0.378	-0.0039	1.174	0.01	1.416	-0.0154	1.648	-0.019	2.971	0.0327	3.556	0.0426	3.313	0.052	3.142	-0.0335	4.958	-0.0459	4.963	-0.0492
17.321	0.341	-0.0021	1.139	-0.0075	1.255	-0.0145	1.48	-0.0121	3.063	-0.0012	3.732	0.0052	3.921	0.0595	2.986	-0.0048	4.467	-0.0465	4.963	-0.051
17.322	0.355	0.0037	1.035	-0.009	1.144	-0.0072	1.48	0.0061	2.822	-0.0238	3.479	-0.0284	4.365	0.0315	3.219	0.0327	3.983	-0.0462	4.557	-0.0507
17.323	0.425	0.0088	0.93	-0.009	1.176	0.0085	1.684	0.0242	2.546	-0.0247	3.147	-0.0302	4.32	-0.0181	3.768	0.0589	3.558	-0.0365	4.054	-0.0468
17.324	0.531	0.0106	0.832	-0.0087	1.367	0.0221	2.023	0.0345	2.279	-0.0247	2.82	-0.0305	3.932	-0.035	4.445	0.065	3.421	-0.0018	3.775	-0.0151
17.325	0.601	0.0049	0.735	-0.0084	1.653	0.0287	2.363	0.0293	2.021	-0.0235	2.505	-0.0293	3.542	-0.0365	4.903	0.0315	3.718	0.0399	3.957	0.0305
17.326	0.57	-0.0036	0.675	-0.003	1.904	0.0194	2.47	0.0019	1.833	-0.0126	2.262	-0.0181	3.161	-0.0356	4.817	-0.0235	4.359	0.0674	4.572	0.0674
17.327	0.519	-0.0042	0.71	0.0067	1.923	-0.0051	2.285	-0.0187	1.862	0.0103	2.264	0.0094	2.809	-0.0314	4.38	-0.0401	4.963	0.0713	4.963	0.0816
